ref	object	object_type	peeled_object	peeled_type	created_at	subject	original_url	commit_url
refs/tags/v2.6.21-rc6	a5d693edb558469a6f72bfda1253c7ba2278d657	tag	a21bd69e1509b43823c317c3bf3f7ffa99884356	commit	2007-04-07T11:48:56-07:00	Linux 2.6.21-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.21-rc6	https://github.com/extfuse/linux/commit/a21bd69e1509b43823c317c3bf3f7ffa99884356
refs/tags/v2.6.21-rc7	60afa917fea11f7cc93281b2dfd64b19b6521a93	tag	94a05509a9e11806acd797153d03019706e466f1	commit	2007-04-15T16:51:14-07:00	Linux 2.6.21-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.21-rc7	https://github.com/extfuse/linux/commit/94a05509a9e11806acd797153d03019706e466f1
refs/tags/v2.6.22	098fd16f00005f665d3baa7e682d8cb3d7c0fe6f	tag	7dcca30a32aadb0520417521b0c44f42d09fe05c	commit	2007-07-08T16:32:26-07:00	Linux 2.6.22	https://github.com/extfuse/linux/releases/tag/v2.6.22	https://github.com/extfuse/linux/commit/7dcca30a32aadb0520417521b0c44f42d09fe05c
refs/tags/v2.6.22-rc1	cb22632a37a5d797da988453924206d1638e4e6c	tag	39403865d2e4590802553370a56c9ab93131e4ee	commit	2007-05-12T18:46:09-07:00	Linus 2.6.22-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc1	https://github.com/extfuse/linux/commit/39403865d2e4590802553370a56c9ab93131e4ee
refs/tags/v2.6.22-rc2	5a1b8597cd250efd5bda1cba08417c95b6b314d7	tag	55b637c6a003a8c4850b41a2c2fd6942d8a7f530	commit	2007-05-18T21:26:29-07:00	Linux 2.6.22-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc2	https://github.com/extfuse/linux/commit/55b637c6a003a8c4850b41a2c2fd6942d8a7f530
refs/tags/v2.6.22-rc3	0119a8416e0827bf2b937a1cf21d4909db3fa111	tag	c420bc9f09a0926b708c3edb27eacba434a4f4ba	commit	2007-05-25T19:55:33-07:00	Linux 2.6.22-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc3	https://github.com/extfuse/linux/commit/c420bc9f09a0926b708c3edb27eacba434a4f4ba
refs/tags/v2.6.22-rc4	5b78c77092a64e253fe1fde9fbbe818b49330ffc	tag	5ecd3100e695228ac5e0ce0e325e252c0f11806f	commit	2007-06-04T17:57:39-07:00	Linus 2.6.22-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc4	https://github.com/extfuse/linux/commit/5ecd3100e695228ac5e0ce0e325e252c0f11806f
refs/tags/v2.6.22-rc5	aec07c7abc280bd5d0ca33b7cda3eb7b9b6e89c1	tag	188e1f81ba31af1b65a2f3611df4c670b092bbac	commit	2007-06-16T19:10:00-07:00	Linux 2.6.22-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc5	https://github.com/extfuse/linux/commit/188e1f81ba31af1b65a2f3611df4c670b092bbac
refs/tags/v2.6.22-rc6	953e420db7c599f7db00548243f2afddc8440329	tag	189548642c5962e60c3667bdb3a703fe0bed12a6	commit	2007-06-24T16:22:00-07:00	Linux 2.6.22-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc6	https://github.com/extfuse/linux/commit/189548642c5962e60c3667bdb3a703fe0bed12a6
refs/tags/v2.6.22-rc7	087ea061253277de2b27e82d8572a386835a1b7e	tag	a38d6181ff27824c79fc7df825164a212eff6a3f	commit	2007-07-01T12:54:34-07:00	Linux 2.6.22-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.22-rc7	https://github.com/extfuse/linux/commit/a38d6181ff27824c79fc7df825164a212eff6a3f
refs/tags/v2.6.23	0b8bc8b91cf6befea20fe78b90367ca7b61cfa0d	tag	bbf25010f1a6b761914430f5fca081ec8c7accd1	commit	2007-10-09T13:31:52-07:00	Linux 2.6.23	https://github.com/extfuse/linux/releases/tag/v2.6.23	https://github.com/extfuse/linux/commit/bbf25010f1a6b761914430f5fca081ec8c7accd1
refs/tags/v2.6.23-rc1	7d57c74238cdf570bca20b711b2c0b31a553c1e5	tag	f695baf2df9e0413d3521661070103711545207a	commit	2007-07-22T13:41:15-07:00	Linux 2.6.23-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc1	https://github.com/extfuse/linux/commit/f695baf2df9e0413d3521661070103711545207a
refs/tags/v2.6.23-rc2	2c7522b19c386ed601d27b2aed3e7b84ac7852f0	tag	d4ac2477fad0f2680e84ec12e387ce67682c5c13	commit	2007-08-03T19:50:09-07:00	Linus 2.6.23-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc2	https://github.com/extfuse/linux/commit/d4ac2477fad0f2680e84ec12e387ce67682c5c13
refs/tags/v2.6.23-rc3	39e7e2ec80646a62a9d61871bee8d2736088a86f	tag	39d3520c92cf7a28c07229ca00cc35a1e8026c77	commit	2007-08-12T21:25:36-07:00	Linux 2.6.23-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc3	https://github.com/extfuse/linux/commit/39d3520c92cf7a28c07229ca00cc35a1e8026c77
refs/tags/v2.6.23-rc4	e7afef45b41f5f5e2211322f083247e42ba13a78	tag	b07d68b5ca4d55a16fab223d63d5fb36f89ff42f	commit	2007-08-27T18:33:57-07:00	Linux 2.6.23-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc4	https://github.com/extfuse/linux/commit/b07d68b5ca4d55a16fab223d63d5fb36f89ff42f
refs/tags/v2.6.23-rc5	f3cfc7abf10379d926dd04008059d2b04eaf4499	tag	40ffbfad6bb79a99cc7627bdaca0ee22dec526f6	commit	2007-08-31T23:08:33-07:00	Linux 2.6.23-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc5	https://github.com/extfuse/linux/commit/40ffbfad6bb79a99cc7627bdaca0ee22dec526f6
refs/tags/v2.6.23-rc6	a33969a68b624d98356398af0a59856cc52f47a5	tag	0d4cbb5e7f60b2f1a4d8b7f6ea4cc264262c7a01	commit	2007-09-10T19:50:33-07:00	Linux 2.6.23-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc6	https://github.com/extfuse/linux/commit/0d4cbb5e7f60b2f1a4d8b7f6ea4cc264262c7a01
refs/tags/v2.6.23-rc7	c3e1edc6a6b420f81a6bc1ea47c5b3dd157e76aa	tag	81cfe79b9c577139a873483654640eb3f6e78c39	commit	2007-09-19T16:01:26-07:00	Linux 2.6.23-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc7	https://github.com/extfuse/linux/commit/81cfe79b9c577139a873483654640eb3f6e78c39
refs/tags/v2.6.23-rc8	fc4a2ad046f06bed41eda33142c5767149a72fe7	tag	4942de4a0e914f205d351a81873f4f63986bcc3c	commit	2007-09-24T17:33:23-07:00	Linux 2.6.23-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc8	https://github.com/extfuse/linux/commit/4942de4a0e914f205d351a81873f4f63986bcc3c
refs/tags/v2.6.23-rc9	da0a81e98c06aa0d1e05b9012c2b2facb1807e12	tag	3146b39c185f8a436d430132457e84fa1d8f8208	commit	2007-10-01T20:25:02-07:00	Linux 2.6.23-rc9	https://github.com/extfuse/linux/releases/tag/v2.6.23-rc9	https://github.com/extfuse/linux/commit/3146b39c185f8a436d430132457e84fa1d8f8208
refs/tags/v2.6.24	0d733ddb2026683da26c1722847b99911c43ccb5	tag	49914084e797530d9baaf51df9eda77babc98fa8	commit	2008-01-24T14:58:53-08:00	Linux 2.6.24	https://github.com/extfuse/linux/releases/tag/v2.6.24	https://github.com/extfuse/linux/commit/49914084e797530d9baaf51df9eda77babc98fa8
refs/tags/v2.6.24-rc1	cebdeed27b068dcc3e7c311d7ec0d9c33b5138c2	tag	c9927c2bf4f45bb85e8b502ab3fb79ad6483c244	commit	2007-10-23T20:51:20-07:00	Linux 2.6.24-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc1	https://github.com/extfuse/linux/commit/c9927c2bf4f45bb85e8b502ab3fb79ad6483c244
refs/tags/v2.6.24-rc2	9aae299f7fd1888ea3a195cfe0edef17bb647415	tag	dbeeb816e805091e7cfc03baf36dc40b4adb2bbd	commit	2007-11-06T13:58:01-08:00	Linux 2.6.24-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc2	https://github.com/extfuse/linux/commit/dbeeb816e805091e7cfc03baf36dc40b4adb2bbd
refs/tags/v2.6.24-rc3	f05092637dc0d9a3f2249c9b283b973e6e96b7d2	tag	d9f8bcbf67a0ee67c8cb0734f003dfe916bb5248	commit	2007-11-16T21:16:45-08:00	Linux 2.6.24-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc3	https://github.com/extfuse/linux/commit/d9f8bcbf67a0ee67c8cb0734f003dfe916bb5248
refs/tags/v2.6.24-rc4	b6fa40f5916811c6aad6625c384d26fd01135014	tag	09b56adc98e0f8a21644fcb4d20ad367c3fceb55	commit	2007-12-03T20:28:41-08:00	Linux 2.6.24-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc4	https://github.com/extfuse/linux/commit/09b56adc98e0f8a21644fcb4d20ad367c3fceb55
refs/tags/v2.6.24-rc5	9f11d5919577129413e8389e43e5b6e8413dff53	tag	82d29bf6dc7317aeb0a3a13c2348ca8591965875	commit	2007-12-10T19:49:13-08:00	Linux 2.6.24-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc5	https://github.com/extfuse/linux/commit/82d29bf6dc7317aeb0a3a13c2348ca8591965875
refs/tags/v2.6.24-rc6	f49e4e249d57ddfa97e046bc5c994ef72c93e63b	tag	ea67db4cdbbf7f4e74150e71da0984e25121f500	commit	2007-12-20T17:27:19-08:00	Linux 2.6.24-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc6	https://github.com/extfuse/linux/commit/ea67db4cdbbf7f4e74150e71da0984e25121f500
refs/tags/v2.6.24-rc7	fcb31af14662059db467201ec73dfbb6f3300342	tag	3ce54450461bad18bbe1f9f5aa3ecd2f8e8d1235	commit	2008-01-06T13:45:59-08:00	Linux 2.6.24-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc7	https://github.com/extfuse/linux/commit/3ce54450461bad18bbe1f9f5aa3ecd2f8e8d1235
refs/tags/v2.6.24-rc8	c9ba0caa9650a1898c839a79f6ff96a8a982424c	tag	cbd9c883696da72b2b1f03f909dbacc04bbf8b58	commit	2008-01-15T20:23:06-08:00	Linux 2.6.24-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.24-rc8	https://github.com/extfuse/linux/commit/cbd9c883696da72b2b1f03f909dbacc04bbf8b58
refs/tags/v2.6.25	20b8df8e5501bac243e64c0c8c52907735a0041b	tag	4b119e21d0c66c22e8ca03df05d9de623d0eb50f	commit	2008-04-16T19:49:57-07:00	Linux 2.6.25	https://github.com/extfuse/linux/releases/tag/v2.6.25	https://github.com/extfuse/linux/commit/4b119e21d0c66c22e8ca03df05d9de623d0eb50f
refs/tags/v2.6.25-rc1	abf6976c818c553eb2209fe32028a4c5eecab0cb	tag	19af35546de68c872dcb687613e0902a602cb20e	commit	2008-02-10T14:19:25-08:00	Linux 2.6.25-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc1	https://github.com/extfuse/linux/commit/19af35546de68c872dcb687613e0902a602cb20e
refs/tags/v2.6.25-rc2	b74415eac8d3f1fcb39ad4bcef0c829635a3bc9f	tag	101142c37be8e5af9b847860219217e6b958c739	commit	2008-02-15T12:57:41-08:00	Linux 2.6.25-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc2	https://github.com/extfuse/linux/commit/101142c37be8e5af9b847860219217e6b958c739
refs/tags/v2.6.25-rc3	d622f5379e88a3bac4f8decfa49c0a04a8e209d3	tag	bfa274e2436fc7ef72ef51c878083647f1cfd429	commit	2008-02-24T13:26:11-08:00	Linux 2.6.25-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc3	https://github.com/extfuse/linux/commit/bfa274e2436fc7ef72ef51c878083647f1cfd429
refs/tags/v2.6.25-rc4	c6c155e032361b0031943141b1a6f231e4f63817	tag	29e8c3c304b62f31b799565c9ee85d42bd163f80	commit	2008-03-04T20:34:11-08:00	Linux 2.6.25-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc4	https://github.com/extfuse/linux/commit/29e8c3c304b62f31b799565c9ee85d42bd163f80
refs/tags/v2.6.25-rc5	cd81f35c48b7e0c2a871f88e1973f391f8330449	tag	cdeeeae056a429e729ae9e914fa8142ee45bee93	commit	2008-03-09T22:22:44-07:00	Linux 2.6.25-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc5	https://github.com/extfuse/linux/commit/cdeeeae056a429e729ae9e914fa8142ee45bee93
refs/tags/v2.6.25-rc6	b22f07f908a648c864b16d2ba71f03aba4b684c9	tag	a978b30af3bab0dd9af9350eeda25e76123fa28e	commit	2008-03-16T16:32:24-07:00	Linux 2.6.25-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc6	https://github.com/extfuse/linux/commit/a978b30af3bab0dd9af9350eeda25e76123fa28e
refs/tags/v2.6.25-rc7	f4281310b609edd587922b7d4afa63e4b9a1ffd4	tag	05dda977f2574c3341abef9b74c27d2b362e1e3a	commit	2008-03-25T18:38:25-07:00	Linux 2.6.25-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc7	https://github.com/extfuse/linux/commit/05dda977f2574c3341abef9b74c27d2b362e1e3a
refs/tags/v2.6.25-rc8	e39586f39c2829d30f4ea6680a846dfe4aad2f2e	tag	0e81a8ae37687845f7cdfa2adce14ea6a5f1dd34	commit	2008-04-01T12:44:39-07:00	Linux 2.6.25-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc8	https://github.com/extfuse/linux/commit/0e81a8ae37687845f7cdfa2adce14ea6a5f1dd34
refs/tags/v2.6.25-rc9	3df83da958163beeca00d1254f512fafd79a19ed	tag	120dd64cacd4fb796bca0acba3665553f1d9ecaa	commit	2008-04-11T13:32:39-07:00	Linux 2.6.25-rc9	https://github.com/extfuse/linux/releases/tag/v2.6.25-rc9	https://github.com/extfuse/linux/commit/120dd64cacd4fb796bca0acba3665553f1d9ecaa
refs/tags/v2.6.26	14650d6ec137e70b6c1918cdef235027c5156020	tag	bce7f793daec3e65ec5c5705d2457b81fe7b5725	commit	2008-07-13T14:51:38-07:00	Linux 2.6.26	https://github.com/extfuse/linux/releases/tag/v2.6.26	https://github.com/extfuse/linux/commit/bce7f793daec3e65ec5c5705d2457b81fe7b5725
refs/tags/v2.6.26-rc1	d6b7f73ed134769c86966697e61b235b200cc4ae	tag	2ddcca36c8bcfa251724fe342c8327451988be0d	commit	2008-05-03T11:59:54-07:00	Linux 2.6.26-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc1	https://github.com/extfuse/linux/commit/2ddcca36c8bcfa251724fe342c8327451988be0d
refs/tags/v2.6.26-rc2	b67fc588ce611ca847620bd1353bf2d68fc3027f	tag	492c2e476eac010962850006c49df326919b284c	commit	2008-05-11T17:09:51-07:00	Linux 2.6.26-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc2	https://github.com/extfuse/linux/commit/492c2e476eac010962850006c49df326919b284c
refs/tags/v2.6.26-rc3	b041a30258df00c90ac1ed532cec3f25c00a3ce8	tag	b8291ad07a7f3b5b990900f0001198ac23ba893e	commit	2008-05-18T14:37:15-07:00	Linux 2.6.26-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc3	https://github.com/extfuse/linux/commit/b8291ad07a7f3b5b990900f0001198ac23ba893e
refs/tags/v2.6.26-rc4	e21868a4cdd93e5883ff61579d4cd799d1a3c244	tag	e490517a039a99d692cb3a5561941b0a5f576172	commit	2008-05-26T11:08:27-07:00	Linux 2.6.26-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc4	https://github.com/extfuse/linux/commit/e490517a039a99d692cb3a5561941b0a5f576172
refs/tags/v2.6.26-rc5	9ab8267ac47ce50b932cc4b1cbd9b05e2faac8b7	tag	53c8ba95402be65d412a806cda3430f0e72cd107	commit	2008-06-04T20:10:59-07:00	Linux 2.6.26-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc5	https://github.com/extfuse/linux/commit/53c8ba95402be65d412a806cda3430f0e72cd107
refs/tags/v2.6.26-rc6	c047413a582cbf2c7e1b012458c1665d959703be	tag	5dd34572ad9a3be430632dd42e4af2ea370b397b	commit	2008-06-12T14:23:05-07:00	Linux 2.6.26-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc6	https://github.com/extfuse/linux/commit/5dd34572ad9a3be430632dd42e4af2ea370b397b
refs/tags/v2.6.26-rc7	f40883d058ed196976285fc1fd5fd6c85dcb5bef	tag	d70ac829b7f42d7ef4f879635c6a772b0b4ed0a2	commit	2008-06-20T16:19:59-07:00	Linux 2.6.26-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc7	https://github.com/extfuse/linux/commit/d70ac829b7f42d7ef4f879635c6a772b0b4ed0a2
refs/tags/v2.6.26-rc8	496a3db2bfb98f1e9c7b73514d8d25790f69f5fb	tag	543cf4cb3fe6f6cae3651ba918b9c56200b257d0	commit	2008-06-24T18:58:43-07:00	Linux 2.6.26-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc8	https://github.com/extfuse/linux/commit/543cf4cb3fe6f6cae3651ba918b9c56200b257d0
refs/tags/v2.6.26-rc9	c22689a6f45beff21b97df566e0da17b4fa9ec19	tag	b7279469d66b55119784b8b9529c99c1955fe747	commit	2008-07-05T15:53:34-07:00	Linux 2.6.26-rc9	https://github.com/extfuse/linux/releases/tag/v2.6.26-rc9	https://github.com/extfuse/linux/commit/b7279469d66b55119784b8b9529c99c1955fe747
refs/tags/v2.6.27	4b5127df968616dee2f4775d795198878ef1638b	tag	3fa8749e584b55f1180411ab1b51117190bac1e5	commit	2008-10-09T15:14:01-07:00	Linux 2.6.27	https://github.com/extfuse/linux/releases/tag/v2.6.27	https://github.com/extfuse/linux/commit/3fa8749e584b55f1180411ab1b51117190bac1e5
refs/tags/v2.6.27-rc1	78e28361b194c98eaa987e368264c2209ca08976	tag	6e86841d05f371b5b9b86ce76c02aaee83352298	commit	2008-07-28T19:40:47-07:00	Linux 2.6.27-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc1	https://github.com/extfuse/linux/commit/6e86841d05f371b5b9b86ce76c02aaee83352298
refs/tags/v2.6.27-rc2	b27c893faffea2a0c49cf6170d89c2a7aeba6598	tag	0967d61ea0d8e8a7826bd8949cd93dd1e829ac55	commit	2008-08-05T21:50:06-07:00	Linux 2.6.27-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc2	https://github.com/extfuse/linux/commit/0967d61ea0d8e8a7826bd8949cd93dd1e829ac55
refs/tags/v2.6.27-rc3	4aca83081f7ddf04d74989cc9b5e149160096324	tag	30a2f3c60a84092c8084dfe788b710f8d0768cd4	commit	2008-08-12T18:55:58-07:00	Linux 2.6.27-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc3	https://github.com/extfuse/linux/commit/30a2f3c60a84092c8084dfe788b710f8d0768cd4
refs/tags/v2.6.27-rc4	0572569f90ba4175e0400f3be7b9f42e1c803e55	tag	6a55617ed5d1aa62b850de2cf66f5ede2eef4825	commit	2008-08-20T19:36:12-07:00	Linux 2.6.27-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc4	https://github.com/extfuse/linux/commit/6a55617ed5d1aa62b850de2cf66f5ede2eef4825
refs/tags/v2.6.27-rc5	d17d499628a7d4a34c11f54a203281773885a3e7	tag	24342c34a022ee90839873d91396045e12ef1090	commit	2008-08-28T15:52:13-07:00	Linux 2.6.27-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc5	https://github.com/extfuse/linux/commit/24342c34a022ee90839873d91396045e12ef1090
refs/tags/v2.6.27-rc6	89c44b4a5ad50f8b85846b16af5f977f3861d197	tag	adee14b2e1557d0a8559f29681732d05a89dfc35	commit	2008-09-09T16:28:05-07:00	Linux 2.6.27-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc6	https://github.com/extfuse/linux/commit/adee14b2e1557d0a8559f29681732d05a89dfc35
refs/tags/v2.6.27-rc7	cb1d73008533d7c4a949fc0867de2612dab23572	tag	72d31053f62c4bc464c2783974926969614a8649	commit	2008-09-21T15:30:04-07:00	Linux 2.6.27-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc7	https://github.com/extfuse/linux/commit/72d31053f62c4bc464c2783974926969614a8649
refs/tags/v2.6.27-rc8	7b4e06aa7c0952353096105f87be67615e4382f5	tag	94aca1dac6f6d21f4b07e4864baf7768cabcc6e7	commit	2008-09-29T15:24:12-07:00	Linux 2.6.27-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc8	https://github.com/extfuse/linux/commit/94aca1dac6f6d21f4b07e4864baf7768cabcc6e7
refs/tags/v2.6.27-rc9	5a97794d66909dbe3282062d7637705bcd352815	tag	4330ed8ed4da360ac1ca14b0fddff4c05b10de16	commit	2008-10-06T16:40:09-07:00	Linux 2.6.27-rc9	https://github.com/extfuse/linux/releases/tag/v2.6.27-rc9	https://github.com/extfuse/linux/commit/4330ed8ed4da360ac1ca14b0fddff4c05b10de16
refs/tags/v2.6.28	8a38e7fd7a30cd44be954f9a3b062e607cec5d41	tag	4a6908a3a050aacc9c3a2f36b276b46c0629ad91	commit	2008-12-24T15:26:58-08:00	Linux 2.6.28	https://github.com/extfuse/linux/releases/tag/v2.6.28	https://github.com/extfuse/linux/commit/4a6908a3a050aacc9c3a2f36b276b46c0629ad91
refs/tags/v2.6.28-rc1	cb50773491b0066d0e55f31f8875d5678fa3f8ad	tag	57f8f7b60db6f1ed2c6918ab9230c4623a9dbe37	commit	2008-10-23T20:07:06-07:00	Linux 2.6.28-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc1	https://github.com/extfuse/linux/commit/57f8f7b60db6f1ed2c6918ab9230c4623a9dbe37
refs/tags/v2.6.28-rc2	5eb14db1f80df4eb0ecb0976e47e8e287e3175fc	tag	0173a3265b228da319ceb9c1ec6a5682fd1b2d92	commit	2008-10-26T12:13:52-07:00	Linux 2.6.28-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc2	https://github.com/extfuse/linux/commit/0173a3265b228da319ceb9c1ec6a5682fd1b2d92
refs/tags/v2.6.28-rc3	31cb515c75388d457c2f318a0ee9606b3527852f	tag	45beca08dd8b6d6a65c5ffd730af2eac7a2c7a03	commit	2008-11-02T14:17:33-08:00	Linux 2.6.28-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc3	https://github.com/extfuse/linux/commit/45beca08dd8b6d6a65c5ffd730af2eac7a2c7a03
refs/tags/v2.6.28-rc4	b65a80a5ee7923355cbca669cead08e067fc7ada	tag	f7160c7573615ec82c691e294cf80d920b5d588d	commit	2008-11-09T16:36:31-08:00	Linux 2.6.28-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc4	https://github.com/extfuse/linux/commit/f7160c7573615ec82c691e294cf80d920b5d588d
refs/tags/v2.6.28-rc5	68185b00cf91c1c4dcc761a2f3a1631562ed52f3	tag	9bf1a2445f3c569098b8de7097ca324e65abecc2	commit	2008-11-15T13:43:10-08:00	Linux 2.6.28-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc5	https://github.com/extfuse/linux/commit/9bf1a2445f3c569098b8de7097ca324e65abecc2
refs/tags/v2.6.28-rc6	b503092a16bdba0a418e155fe592521fc20855af	tag	13d428afc007fcfcd6deeb215618f54cf9c0cae6	commit	2008-11-20T15:19:36-08:00	Linux 2.6.28-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc6	https://github.com/extfuse/linux/commit/13d428afc007fcfcd6deeb215618f54cf9c0cae6
refs/tags/v2.6.28-rc7	1a0bff987b27da5181f112bcc60f34d6fbb7e67e	tag	061e41fdb5047b1fb161e89664057835935ca1d2	commit	2008-12-01T19:59:44-08:00	Linux 2.6.28-rc7	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc7	https://github.com/extfuse/linux/commit/061e41fdb5047b1fb161e89664057835935ca1d2
refs/tags/v2.6.28-rc8	6fa7003fe34e9a8a31fb91754f3c289cc045564b	tag	8b1fae4e4200388b64dd88065639413cb3f1051c	commit	2008-12-10T15:12:02-08:00	Linux 2.6.28-rc8	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc8	https://github.com/extfuse/linux/commit/8b1fae4e4200388b64dd88065639413cb3f1051c
refs/tags/v2.6.28-rc9	7d4b1bcc5e7411fc9e63f610c16e5de8fe6dfde8	tag	929096fe9ff1f4b3645cf3919527ab47e8d5e17c	commit	2008-12-18T17:20:31-08:00	Linux 2.6.28-rc9	https://github.com/extfuse/linux/releases/tag/v2.6.28-rc9	https://github.com/extfuse/linux/commit/929096fe9ff1f4b3645cf3919527ab47e8d5e17c
refs/tags/v2.6.29	5dfd736f95b3d84a18b5bb8e50ac71f245438acf	tag	8e0ee43bc2c3e19db56a4adaa9a9b04ce885cd84	commit	2009-03-23T16:12:27-07:00	Linux 2.6.29	https://github.com/extfuse/linux/releases/tag/v2.6.29	https://github.com/extfuse/linux/commit/8e0ee43bc2c3e19db56a4adaa9a9b04ce885cd84
refs/tags/v2.6.29-rc1	7a3862d6e9934ffe107fe7ddfbe2c63dba321793	tag	c59765042f53a79a7a65585042ff463b69cb248c	commit	2009-01-10T15:43:15-08:00	Linux 2.6.29-rc1	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc1	https://github.com/extfuse/linux/commit/c59765042f53a79a7a65585042ff463b69cb248c
refs/tags/v2.6.29-rc2	d31ce8060b0e875179ba5ca1d40475dc2a082cc7	tag	1de9e8e70f5acc441550ca75433563d91b269bbe	commit	2009-01-16T12:43:19-08:00	Linux 2.6.29-rc2	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc2	https://github.com/extfuse/linux/commit/1de9e8e70f5acc441550ca75433563d91b269bbe
refs/tags/v2.6.29-rc3	8be00154b8e949bf4b89ac198aef9a247532ac2d	tag	18e352e4a73465349711a9324767e1b2453383e2	commit	2009-01-28T10:49:44-08:00	Linux 2.6.29-rc3	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc3	https://github.com/extfuse/linux/commit/18e352e4a73465349711a9324767e1b2453383e2
refs/tags/v2.6.29-rc4	87c16e9e8bb74f14f4504305957e4346e7fc46ea	tag	8e4921515c1a379539607eb443d51c30f4f7f338	commit	2009-02-08T12:37:36-08:00	Linus 2.6.29-rc4	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc4	https://github.com/extfuse/linux/commit/8e4921515c1a379539607eb443d51c30f4f7f338
refs/tags/v2.6.29-rc5	1dcda2df87ba4ecc7988be7a45d01645e11c9f4c	tag	d2f8d7ee1a9b4650b4e43325b321801264f7c37a	commit	2009-02-13T15:31:30-08:00	Linux 2.6.29-rc5	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc5	https://github.com/extfuse/linux/commit/d2f8d7ee1a9b4650b4e43325b321801264f7c37a
refs/tags/v2.6.29-rc6	0715562512ca6cf14c1b8f08e09d5907118deaf0	tag	20f4d6c3a2a23c5d7d9cc7f42fbb943ca7a03d1f	commit	2009-02-22T20:19:54-08:00	Linux 2.6.29-rc6	https://github.com/extfuse/linux/releases/tag/v2.6.29-rc6	https://github.com/extfuse/linux/commit/20f4d6c3a2a23c5d7d9cc7f42fbb943ca7a03d1f
